site,lat,lon,detections,days_detected,mean_frp
23.83_85.47,23.82534,85.46532,1,1,0.36
23.83_85.49,23.82502,85.49453,1,1,1.04
23.83_85.5,23.82607916179337,85.49974688109162,513,444,1.8532358674463938
23.84_84.95,23.83893874251497,84.9487207784431,167,129,1.152694610778443
23.84_85.3,23.840870757575757,85.3038053030303,66,64,0.7356060606060606
23.84_85.31,23.841172692307694,85.3055273076923,26,26,0.7153846153846154
23.84_85.47,23.837390416666665,85.46875375,24,24,1.0999999999999999
23.8_84.84,23.80357305699482,84.84352227979275,193,184,1.0936269430051813
23.8_84.85,23.80376153846154,84.8457423076923,65,65,1.1346153846153846
23.8_85.54,23.8034656097561,85.53840609756098,41,39,1.068048780487805
23.8_86.23,23.79581383458647,86.23395097744361,133,132,1.1153383458646617
23.8_86.24,23.79574124137931,86.23628724137932,145,142,1.2075172413793103
23.8_86.31,23.80383909090909,86.31431545454545,11,11,1.8527272727272726
23.8_86.32,23.803077367021277,86.32211218085106,376,260,2.8094680851063827
23.8_86.33,23.802826245210728,86.3289905704555,2349,1193,2.9379778629203916
23.8_86.34,23.798350060240963,86.34297927710843,166,143,2.089036144578313
23.8_86.35,23.796522893309223,86.35110122061482,1106,712,2.811871609403255
23.8_86.36,23.795515,86.35528681818181,22,22,2.5281818181818183
23.8_87.04,23.801695046728973,87.04274859813084,107,90,2.593551401869159
23.8_87.05,23.800226751507033,87.04874082384461,1493,762,2.9164768921634296
23.8_87.06,23.79965576923077,87.05718999999999,52,52,1.9615384615384615
23.8_87.07,23.796043333333333,87.07397833333334,6,6,3.766666666666667
23.92_85.34,23.92471714285714,85.34322285714286,7,7,0.6814285714285715
23.93_85.34,23.92644150442478,85.3428296460177,113,109,0.760353982300885
23.99_79.39,23.989335996055225,79.39193157790926,507,466,1.2262721893491124
23.99_79.4,23.990035,79.395275,2,2,0.99
24.01_80.53,24.00991740740741,80.52980962962964,27,27,1.0692592592592594
24.05_80.61,24.052881916666667,80.61354925,240,231,1.20775
24.05_80.62,24.05239794117647,80.61555705882353,34,34,0.9897058823529411
24.06_80.61,24.05515,80.61401,1,1,1.07
24.11_86.86,24.11439720930232,86.85968186046512,43,39,1.466046511627907
24.12_82.61,24.12395,82.6139859090909,22,21,1.3018181818181818
24.12_82.62,24.124344375,82.6164265625,32,30,1.1571875
24.12_86.35,24.11843958174905,86.35190357414449,263,243,0.969467680608365
24.12_86.36,24.119297500000002,86.35610880434783,92,88,0.8207608695652174
24.12_86.86,24.118042478260868,86.85962147826088,230,160,1.3386086956521739
24.13_82.57,24.13404625,82.57001725,40,32,2.896
24.13_82.61,24.126681282051283,82.61420897435897,39,37,1.1017948717948718
24.13_82.62,24.12639303030303,82.61632878787879,33,32,1.0
24.14_82.56,24.141974803921567,82.5632831372549,102,80,2.2245098039215687
24.14_82.57,24.138670839160838,82.56869685314686,143,95,2.197832167832168
24.14_82.6,24.144693333333333,82.60355,3,3,0.45
24.14_82.61,24.14463,82.6051525,4,4,0.45
24.14_82.63,24.143631111111112,82.63353444444445,27,26,0.8681481481481482
24.14_82.64,24.14234,82.6369929032258,31,24,1.3338709677419356
24.14_82.68,24.142135,82.6806375,4,4,0.71
24.14_82.74,24.14417,82.74372,1,1,0.66
24.14_86.33,24.144635625,86.3318225,16,15,1.08625
24.15_82.56,24.14690681818182,82.56257045454545,22,20,2.1750000000000003
24.15_82.57,24.14995,82.565145,2,2,1.6600000000000001
24.15_82.6,24.146289545454547,82.60349636363637,44,43,0.649090909090909
24.15_82.61,24.146216666666664,82.60561666666666,6,6,0.6766666666666667
24.15_82.63,24.1457625,82.63370499999999,4,4,0.545
24.15_82.67,24.15489,82.67448,1,1,1.41
24.15_82.68,24.15489,82.67553,1,1,0.98
24.15_86.33,24.146601694915255,86.33202372881355,59,51,0.8498305084745763
24.16_82.55,24.162215,82.5546125,4,4,1.19
24.16_82.56,24.161643610108303,82.55907212996391,277,152,2.4319494584837544
24.16_82.6,24.1572725,82.6016025,4,4,1.115
24.16_82.61,24.163223333333335,82.61303666666667,3,2,3.5066666666666664
24.16_82.62,24.16323222222222,82.62395444444445,9,8,1.6900000000000002
24.16_82.63,24.16404,82.62570500000001,2,2,0.855
24.16_82.67,24.15892252669039,82.67164320284697,281,179,1.5307473309608541
24.16_82.68,24.159794583333333,82.67624833333333,24,20,2.0825
24.16_82.69,24.16336,82.686005,2,2,0.65
24.17_80.69,24.167511485507248,80.69394253623187,276,267,1.1045652173913043
24.17_80.7,24.167591338582675,80.69601657480314,254,238,1.0539370078740158
24.17_82.56,24.168823100775196,82.56039935769657,903,467,2.0430675526024364
24.17_82.57,24.170870833333336,82.56572416666667,12,12,1.9508333333333334
24.17_82.62,24.16513,82.62339,1,1,0.42
24.17_82.68,24.168513333333333,82.67944166666668,12,11,1.4233333333333336
24.18_82.57,24.18260827586207,82.57105206896551,203,180,1.4065024630541871
24.18_82.58,24.184168333333332,82.5763575,12,12,1.3633333333333333
24.18_82.68,24.175503333333335,82.67848,3,3,0.5866666666666667
24.19_82.57,24.1884366,82.5733898,50,45,1.5412000000000001
24.19_82.58,24.19083569536424,82.57736887417218,302,212,1.5167880794701987
24.21_82.52,24.206273431372548,82.52403294117646,102,96,1.0872549019607844
24.21_82.53,24.20644620967742,82.52615653225807,124,121,1.028709677419355
24.21_82.71,24.20691821487603,82.71044119008263,605,415,1.866677685950413
24.21_82.72,24.206825,82.71539666666666,6,6,2.0816666666666666
24.24_78.16,24.242584285714287,78.16217857142858,14,13,1.3807142857142856
24.2_80.8,24.202755,80.80031984126984,126,122,1.0285714285714285
24.2_82.52,24.20438588235294,82.52380647058824,34,33,1.1138235294117647
24.2_82.53,24.20436451612903,82.52590903225806,31,31,1.1125806451612903
24.2_82.58,24.195169999999997,82.576655,2,2,0.95
24.2_82.71,24.204386923076925,82.71100717948718,78,68,1.5438461538461539
24.2_82.72,24.20376,82.71563,1,1,1.99
24.32_81.33,24.32471482758621,81.32753379310346,29,29,1.0251724137931035
24.33_81.33,24.326282947976875,81.32775063583816,173,168,1.0021387283236995
24.45_83.04,24.44929717791411,83.03931604294478,326,303,0.947760736196319
24.48_77.14,24.482802307692307,77.14460230769231,13,13,2.0053846153846155
24.48_77.15,24.482774523809525,77.14698547619048,42,36,2.300952380952381
24.49_77.15,24.485219999999998,77.14704333333333,3,3,0.5733333333333334
24.53_81.17,24.528297414965987,81.16939163265306,147,145,0.8712244897959183
24.56_81.0,24.564279193548387,81.00312741935484,124,122,1.3028225806451614
24.56_81.01,24.56401,81.00505,1,1,1.28
24.56_81.17,24.56476,81.17498,1,1,1.75
24.56_81.18,24.5649,81.17657,1,1,0.83
24.57_81.0,24.565665185185185,81.00327530864197,81,80,1.0862962962962963
24.57_81.01,24.566177500000002,81.00546,4,4,1.2325
24.57_81.17,24.566149999999997,81.17469666666666,3,3,1.1666666666666667
24.57_81.18,24.566113846153847,81.17653538461538,26,26,0.8611538461538462
24.58_74.8,24.578831586402266,74.80333354107648,353,335,1.1319546742209632
24.58_74.81,24.57941870967742,74.80535903225805,31,31,1.116774193548387
24.59_80.86,24.594873999999997,80.861278,5,5,0.8320000000000001
24.61_73.82,24.605292,73.816304,5,5,0.764
24.64_74.68,24.641749759036145,74.68361397590361,83,74,1.4487951807228916
24.64_74.69,24.641499666666668,74.68568833333333,30,29,1.3316666666666668
24.66_73.87,24.657903333333334,73.87409666666667,3,3,0.7600000000000001
24.66_73.88,24.657971714285715,73.876882,35,35,1.0231428571428571
24.66_74.63,24.661311709577753,74.6326003192585,971,777,1.7590628218331616
24.66_74.64,24.661603522012577,74.63564081761007,159,151,1.4665408805031448
24.69_73.0,24.69014683523654,73.00267499184339,613,537,1.434127243066884
24.69_73.01,24.690338571428573,73.00528071428572,14,14,1.4342857142857144
24.69_74.68,24.691466000000002,74.68113485714285,35,34,1.0554285714285714
24.6_73.81,24.604546666666668,73.81476333333333,3,3,0.7166666666666667
24.6_73.82,24.603645588235295,73.81710088235295,34,33,1.0982352941176472
24.6_80.86,24.595961,80.86121399999999,40,39,1.0205
24.71_74.67,24.714159739130434,74.67063504347827,115,113,0.9042608695652173
24.71_75.95,24.714043255813955,75.9529325,172,166,1.0040116279069766
24.71_75.96,24.71436,75.95515833333333,6,6,0.7200000000000001
24.72_74.67,24.715357419354838,74.6704464516129,31,31,0.7503225806451613
24.72_75.95,24.715492786885246,75.95265262295082,122,119,0.9829508196721312
24.72_75.96,24.71503,75.95507,1,1,0.58
24.76_74.6,24.76284391304348,74.60469434782608,23,23,1.6365217391304347
24.76_74.61,24.763296917177914,74.6078490797546,652,572,1.74920245398773
24.77_74.6,24.76573,74.605,1,1,1.01
24.77_74.61,24.76542295652174,74.60784886956522,115,112,1.428
24.82_73.09,24.821115449915112,73.09341142614602,589,547,1.3974193548387097
24.82_73.1,24.82140111801242,73.09554919254659,161,157,1.259503105590062
24.92_84.15,24.923364000000003,84.1543712,25,25,1.0688
24.92_84.16,24.92304414893617,84.15617010638297,94,91,0.7088297872340426
24.92_84.17,24.922691363636364,84.16749,22,21,0.5668181818181819
24.93_74.63,24.933465098039218,74.63339879084967,306,298,1.2419281045751633
24.93_74.64,24.933503384615385,74.63546615384615,65,65,1.0366153846153845
24.93_84.14,24.92964,84.14445,1,1,21.8
24.93_84.15,24.929580975609756,84.14790024390244,41,41,0.8034146341463414
24.93_84.16,24.92542,84.15681,1,1,0.5
24.94_74.63,24.935280714285714,74.6335957142857,28,28,1.1489285714285715
24.94_74.64,24.935291538461538,74.6353923076923,13,13,0.9107692307692308
24.96_74.12,24.96237307692308,74.12396076923076,13,13,0.8807692307692307
24.96_74.13,24.96181833333333,74.12564333333333,6,6,0.7783333333333333
25.31_71.75,25.30557,71.75092,1,1,2.72
25.31_83.01,25.310965806451613,83.01350951612903,62,61,1.036451612903226
25.31_83.02,25.310779,83.015341,10,10,0.744
25.3_71.75,25.301381499999998,71.7522335,60,49,1.4653333333333334
25.3_71.76,25.300695714285716,71.75603714285714,21,20,1.0776190476190475
25.3_71.77,25.2986,71.76867999999999,2,2,1.155
25.41_86.02,25.41462,86.02434,1,1,1.71
25.41_86.03,25.414415714285717,86.02723857142857,7,7,2.224285714285714
25.42_86.02,25.41618,86.0236425,4,3,1.495
25.42_86.03,25.416610000000002,86.02727090909092,11,10,1.86
25.44_86.07,25.43703,86.06841826666667,75,61,2.946266666666667
25.51_90.9,25.513569999999998,90.90406428571428,7,7,1.0157142857142856
25.51_90.91,25.513110357142857,90.90765857142857,28,22,1.3610714285714285
25.52_90.9,25.519167619047618,90.90395142857143,21,15,1.4533333333333334
25.52_90.91,25.516591034482758,90.90663655172415,29,21,1.237241379310345
25.54_91.23,25.54247909090909,91.2345390909091,11,11,0.7190909090909091
25.54_91.24,25.5417975,91.23588083333334,24,23,0.6541666666666667
25.67_76.19,25.671774444444445,76.18919666666666,18,17,0.5316666666666667
25.91_71.57,25.906806666666668,71.56875000000001,3,3,0.4833333333333334
26.06_93.89,26.058992857142858,93.89320928571429,14,14,0.5978571428571428
26.06_93.93,26.063799873417725,93.92949303797468,79,76,0.6187341772151899
26.07_93.93,26.065753333333337,93.92913333333333,15,15,0.5786666666666667
26.08_93.95,26.084663999999997,93.95227,10,10,0.449
26.09_93.95,26.08581476190476,93.95181666666667,21,21,0.4657142857142857
26.26_74.09,26.257769600000003,74.0945052,25,25,0.9279999999999999
26.26_74.1,26.25784215909091,74.09628147727273,88,82,0.9009090909090909
26.26_74.19,26.264637826086958,74.18876,23,23,0.9782608695652174
26.27_74.19,26.269850723104057,74.18904148148148,567,405,1.3803880070546737
26.28_74.19,26.27528,74.19012,1,1,0.72
26.3_74.12,26.297302758620688,74.12435775862069,58,56,1.005344827586207
26.3_74.13,26.297252631578946,74.12637330827069,133,132,0.9808270676691728
26.52_90.53,26.522421690821254,90.5319261352657,207,162,1.847294685990338
26.52_90.54,26.52080777777778,90.53630018518518,54,49,2.477777777777778
26.53_90.53,26.525113333333334,90.533,3,3,1.93
26.61_73.68,26.60576819672131,73.68363540983606,61,59,0.9391803278688524
26.61_73.69,26.6058508,73.68555959999999,25,25,0.8828
26.64_79.47,26.641936086956523,79.473915,92,81,2.5135869565217392
26.64_79.48,26.642191635514017,79.47923864485982,1284,744,2.484135514018692
26.64_79.49,26.643428,79.485346,5,5,4.538
26.65_79.47,26.646176000000004,79.473798,5,5,3.222
26.65_79.48,26.645602459016395,79.48001598360655,122,108,3.2071311475409834
26.65_79.49,26.64514,79.4853,1,1,10.58
26.6_73.68,26.604485,73.68366326086957,46,46,0.8782608695652173
26.6_73.69,26.60414384615385,73.68561807692308,26,26,0.948076923076923
26.76_83.19,26.760089999999998,83.194715,2,2,1.6400000000000001
26.76_83.2,26.76009806451613,83.19970359139785,930,754,1.5226021505376344
26.76_83.21,26.760094166666665,83.20608416666666,24,24,1.03375
26.77_94.51,26.772642,94.506638,5,5,0.6439999999999999
26.78_94.67,26.784178666666666,94.671363,60,56,0.7063333333333334
26.79_94.67,26.785954069767445,94.67155825581395,86,80,0.6845348837209302
26.79_94.69,26.79365,94.68938365853658,41,38,0.5741463414634146
26.81_94.69,26.809897499999998,94.69319125,8,6,1.06625
26.81_94.7,26.810304000000002,94.696338,5,5,0.454
26.87_73.51,26.873935217391303,73.51448826086957,23,23,1.071304347826087
26.87_73.52,26.873508719999997,73.51700136000001,375,358,1.0901866666666666
26.88_73.51,26.87823367977528,73.5137858988764,356,325,1.1326404494382023
26.88_73.52,26.877057454068243,73.51614782152231,381,354,1.1228608923884515
26.92_73.47,26.924986666666666,73.46882333333333,3,3,0.79
26.93_73.47,26.92689081632653,73.46844482993197,147,138,0.7870748299319729
27.03_69.71,27.034225,69.714385,4,4,0.5525
27.03_69.72,27.034049999999997,69.71546333333333,3,3,0.7633333333333333
27.03_94.89,27.031183396226417,94.8904554716981,53,46,1.4175471698113207
27.04_69.71,27.035795,69.712745,2,2,0.7150000000000001
27.08_73.82,27.080235357142858,73.81743571428572,84,80,0.9103571428571429
27.26_95.12,27.26433875,95.12376125,8,8,0.46499999999999997
27.26_95.13,27.264570000000003,95.12532666666668,3,3,0.9866666666666667
27.26_95.15,27.260805,95.14867,2,2,0.515
27.27_95.12,27.266825454545454,95.12375212121212,33,32,0.723939393939394
27.27_95.13,27.26627142857143,95.1254542857143,7,7,0.51
27.31_95.26,27.31465,95.26453000000001,5,5,1.614
27.31_95.27,27.314556,95.266926,5,5,0.866
27.32_95.26,27.318004370860926,95.26405291390728,151,137,1.2993377483443709
27.32_95.27,27.317907100271004,95.26673140921409,369,274,1.3985907859078592
27.32_95.28,27.323666666666668,95.27721333333334,3,2,0.8033333333333332
27.33_95.28,27.3260925,95.27808,8,7,0.5975
27.34_95.48,27.340273333333336,95.48133666666666,9,9,0.6233333333333333
27.37_94.89,27.36861565217391,94.89379304347827,23,21,2.5504347826086957
27.37_94.9,27.368478490566037,94.89662056603773,53,46,2.3947169811320754
27.37_95.09,27.374726,95.08746599999999,5,5,0.622
27.38_95.08,27.37583,95.084555,2,2,0.9450000000000001
27.38_95.09,27.377183195876288,95.08762103092783,291,253,0.7146735395189003
27.39_95.43,27.39279846153846,95.43416692307693,13,12,0.7492307692307693
27.39_95.44,27.39292692307692,95.43598153846155,13,13,0.6176923076923077
27.3_95.39,27.301893999999997,95.393836,5,5,0.374
27.3_95.4,27.30246,95.39624666666667,3,3,0.4033333333333333
27.46_95.42,27.464570000000002,95.42136500000001,2,2,0.655
27.46_95.47,27.46133593220339,95.47433016949152,59,52,1.0342372881355932
27.46_95.48,27.4610423297491,95.47657229390681,279,214,1.0551254480286738
27.47_95.42,27.46898151187905,95.42265701943843,926,579,1.3203995680345573
27.47_95.43,27.469033898305085,95.42567254237288,59,54,1.3398305084745763
27.4_95.43,27.39509,95.43403,1,1,0.95
27.4_95.44,27.39546,95.43587,1,1,0.32
27.52_76.67,27.51656117647059,76.6709094117647,17,17,0.8011764705882353
27.53_95.4,27.534202500000003,95.40005363636364,44,41,0.796590909090909
27.54_95.4,27.53592358974359,95.40027153846154,39,38,0.6697435897435897
27.55_96.04,27.554628461538464,96.03915923076923,13,13,0.713076923076923
27.56_96.04,27.557968338607594,96.03940634493671,632,433,0.9843670886075949
27.61_95.4,27.606210319148936,95.40192313829786,376,309,1.1406914893617022
27.61_95.41,27.606466,95.40558,5,5,1.062
27.67_76.13,27.667846477438136,76.13033036390101,687,580,1.4122707423580787
27.67_76.14,27.668498125,76.135666875,16,16,0.825
27.6_95.4,27.604048529411763,95.4017130514706,272,227,1.1221323529411766
27.82_73.22,27.82445285714286,73.22257,7,7,1.2142857142857142
27.82_73.23,27.82411,73.22514,1,1,0.43
27.83_73.22,27.826725,73.22255458333333,24,23,1.5333333333333332
27.83_73.23,27.82667,73.22511,1,1,1.45
28.07_77.86,28.070362142857142,77.85782642857143,14,14,0.5664285714285714
28.12_76.8,28.119343333333333,76.79864555555555,36,35,0.8252777777777778
28.27_77.27,28.271408787878787,77.27351818181819,33,31,0.7545454545454546
28.27_77.28,28.272180000000002,77.27573333333333,3,3,0.84
28.35_77.23,28.347208297872342,77.23099234042553,47,40,0.7887234042553192
28.35_77.26,28.35152,77.26214666666667,21,17,1.0547619047619048
28.35_77.27,28.35264,77.26516,1,1,0.58
28.36_77.24,28.358863333333332,77.24299666666667,3,3,0.6900000000000001
28.62_77.47,28.6221725,77.472015,8,8,0.53
28.63_77.47,28.6256,77.47469,1,1,0.75
28.73_77.15,28.72848,77.15485,3,3,1.1366666666666667
28.73_77.16,28.72856780487805,77.15648292682927,41,38,0.5273170731707317
28.74_76.92,28.74393,76.92486,2,2,1.085
28.74_76.93,28.74321969072165,76.92825835051546,97,88,0.9621649484536082
28.74_76.95,28.74215285714286,76.95437428571428,7,7,1.2242857142857144
28.74_76.96,28.743372727272728,76.95583636363637,11,11,0.5627272727272726
28.75_76.93,28.745715714285716,76.92706761904762,21,21,0.7985714285714286
28.75_76.95,28.745375,76.95413500000001,2,2,1.0
28.75_76.96,28.745635,76.95559,2,2,0.88
28.79_77.07,28.7949,77.06954,1,1,0.59
28.79_77.15,28.793717627118642,77.14938508474576,59,54,0.9681355932203389
28.8_77.07,28.796588000000003,77.07021,5,5,0.8480000000000001
28.8_77.15,28.79558,77.14994999999999,2,2,1.0750000000000002
29.12_75.77,29.12434,75.77398,1,1,1.33
29.12_75.78,29.12380413249211,75.77820384858045,317,297,1.175552050473186
29.13_75.77,29.126697999999998,75.77436800000001,5,4,1.4140000000000001
29.13_75.78,29.12559225490196,75.77843980392157,102,101,1.1108823529411764
29.45_76.86,29.45411333333333,76.86431,3,3,1.4433333333333334
29.45_76.87,29.454512,76.867408,10,9,2.5989999999999993
29.46_76.86,29.458465151515153,76.86408333333334,33,31,4.880303030303031
29.46_76.87,29.45780619047619,76.86758604761904,210,152,4.080238095238095
29.46_76.89,29.460210545454547,76.88942054545454,55,39,2.0069090909090908
29.47_76.86,29.47385,76.85782375,8,7,3.43375
29.48_76.85,29.476689999999998,76.854285,2,2,1.48
29.48_76.86,29.47631277777778,76.85814611111111,18,15,3.1405555555555558
29.91_74.94,29.90977775510204,74.9431361904762,147,95,6.869455782312925
29.91_74.95,29.90966395852969,74.94979180018849,1061,433,8.113798303487275
29.91_74.96,29.9087678,74.9566492,50,37,14.314200000000001
29.92_74.94,29.91541,74.94171,1,1,4.72
29.92_74.95,29.91680875,74.9515125,8,7,4.93375
29.9_74.95,29.9043275,74.949805,8,8,4.34875
29.9_74.96,29.9029,74.95653,1,1,2.77
30.85_75.95,30.85151,75.94658,1,1,0.51
30.88_75.99,30.882599,75.994045,10,10,0.5940000000000001
30.88_76.0,30.8831,75.9957,4,4,0.5375000000000001
31.25_76.93,31.25002975342466,76.9286445479452,365,342,0.6338630136986302
31.26_76.92,31.259208536585366,76.92390796747968,123,121,0.7804065040650406
31.26_76.93,31.258873932038835,76.92613708737865,206,195,0.8035436893203883
31.33_76.89,31.327955775862073,76.89405155172413,116,116,0.8528448275862069
31.33_76.9,31.3280809009009,76.89605945945947,111,109,0.6973873873873874
31.41_76.84,31.413439999999998,76.83575333333333,3,3,0.6766666666666667
8.87_78.16,8.86733,78.15561,1,1,2.42
9.98_76.37,9.977391956521739,76.37389782608696,46,44,1.547391304347826
9.98_76.38,9.977929324324323,76.37607391891892,74,73,1.78
