cluster,lat,lon,n_cells,detections,max_days,mean_frp,extent_km,cluster_days
369,27.302177,95.39504133333332,2,8,5,0.38866666666666666,0.4,8
370,27.46752847006138,95.42323152060378,3,987,579,1.1050766921697113,1.2,588
371,27.461189130976244,95.47545123169917,2,338,214,1.0446813680821334,1.0,248
372,27.51656117647059,76.6709094117647,1,17,17,0.8011764705882353,0.4,17
373,27.535063044871798,95.40016258741258,2,83,41,0.7331672494172494,0.8,79
374,27.55629840007303,96.03928278785297,2,645,433,0.848722005842259,1.0,433
375,27.605574949520232,95.40307206325615,3,653,309,1.1082746141009596,1.1,462
376,27.668172301219066,76.1329986194505,2,703,580,1.1186353711790393,1.1,582
377,27.825489464285717,73.22384364583334,4,33,23,1.1569047619047619,0.8,29
378,28.070362142857142,77.85782642857143,1,14,14,0.5664285714285714,0.4,14
379,28.119343333333333,76.79864555555555,1,36,35,0.8252777777777778,0.7,35
380,28.271794393939395,77.27462575757576,2,36,31,0.7972727272727274,0.6,34
381,28.347208297872342,77.23099234042553,1,47,40,0.7887234042553192,0.6,40
382,28.35208,77.26365333333334,2,22,17,0.8173809523809523,0.6,18
383,28.358863333333332,77.24299666666667,1,3,3,0.6900000000000001,0.3,3
384,28.623886249999998,77.4733525,2,9,8,0.64,1.3,9
385,28.728523902439026,77.15566646341463,2,44,38,0.8319918699186992,0.5,41
386,28.744288468335785,76.92672865652104,3,120,88,0.9485787923416789,1.3,103
387,28.744133896103897,76.95498391233767,4,22,11,0.9167532467532468,0.6,18
388,28.795744,77.069875,2,6,5,0.7190000000000001,0.3,6
389,28.79464881355932,77.14966754237287,2,61,54,1.0215677966101695,0.6,56
390,29.125108596848516,75.7762479131255,4,425,297,1.2576086008535907,1.1,384
391,29.45622416883117,76.8658468452381,4,256,152,3.2507186147186147,1.3,169
392,29.460210545454547,76.88942054545454,1,55,39,2.0069090909090908,1.0,39
393,29.475617592592595,76.85675162037036,3,28,15,2.6847685185185184,0.9,18
394,29.90966510909025,74.94987638438067,7,1276,433,6.581422012257172,2.9,445
395,30.85151,75.94658,1,1,1,0.51,0.0,1
396,30.8828495,75.9948725,2,14,10,0.5657500000000001,0.4,14
397,31.25603740734962,76.92622986760118,3,694,342,0.7392710690280198,1.8,545
398,31.328018338381487,76.8950555055918,2,227,116,0.7751161074867972,0.7,222
399,31.413439999999998,76.83575333333333,1,3,3,0.6766666666666667,0.2,3
400,8.86733,78.15561,1,1,1,2.42,0.0,1
401,9.977660640423032,76.37498587250295,2,120,73,1.663695652173913,0.9,113
